"Indicator Category","Indicator Code","Indicator","Reporting Economy Code","Reporting Economy ISO3A Code","Reporting Economy","Partner Economy Code","Partner Economy ISO3A Code","Partner Economy","Product/Sector Classification Code","Product/Sector Classification","Product/Sector Code","Product/Sector","Period Code","Period","Frequency Code","Frequency","Unit Code","Unit","Year","Value Flag Code","Value Flag","Text Value","Value"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","096","BRN","Brunei Darussalam","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SH4","Licences to reproduce and/or distribute audio-visual and related products","A","Annual","A","Annual","USM","Million US dollar","2021","","","","0"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","096","BRN","Brunei Darussalam","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SH41","Licences to reproduce and/or distribute audio-visual products","A","Annual","A","Annual","USM","Million US dollar","2021","","","","0"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","096","BRN","Brunei Darussalam","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SH411","Movies and television programming","A","Annual","A","Annual","USM","Million US dollar","2021","","","","0"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","096","BRN","Brunei Darussalam","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SH412","Books and sound recordings","A","Annual","A","Annual","USM","Million US dollar","2021","","","","0"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","096","BRN","Brunei Darussalam","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SH413","Broadcasting and recording of live events","A","Annual","A","Annual","USM","Million US dollar","2021","","","","0"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","096","BRN","Brunei Darussalam","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SI","Telecommunications, computer, and information services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","1"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","096","BRN","Brunei Darussalam","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SI2","Computer services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","1"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","096","BRN","Brunei Darussalam","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SI22","Other computer services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","1"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","096","BRN","Brunei Darussalam","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SI221","Cloud computing and data storage services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","0"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","096","BRN","Brunei Darussalam","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SI222","Other computer services other than cloud computing","A","Annual","A","Annual","USM","Million US dollar","2021","","","","1"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","096","BRN","Brunei Darussalam","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SI3","Information services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","0"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","096","BRN","Brunei Darussalam","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SI31","News agency services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","0"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","096","BRN","Brunei Darussalam","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SI32","Other information services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","0"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","096","BRN","Brunei Darussalam","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ1","Research and development services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","0"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","096","BRN","Brunei Darussalam","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ11","Work undertaken on a systematic basis to increase the stock of knowledge","A","Annual","A","Annual","USM","Million US dollar","2021","","","","0"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","096","BRN","Brunei Darussalam","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ111","Provision of customized and non-customized research and development services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","0"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","096","BRN","Brunei Darussalam","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ112","Sale of proprietary rights arising from research and development","A","Annual","A","Annual","USM","Million US dollar","2021","","","","0"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","096","BRN","Brunei Darussalam","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ12","Other research and development services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","0"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","096","BRN","Brunei Darussalam","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ22","Advertising, market research, and public opinion polling services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","0"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","096","BRN","Brunei Darussalam","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ221","Advertising services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","0"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","096","BRN","Brunei Darussalam","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ222","Market research and public opinion polling service","A","Annual","A","Annual","USM","Million US dollar","2021","","","","0"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","096","BRN","Brunei Darussalam","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ22Z","Of which: Convention, trade-fair and exhibition organization services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","0"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","096","BRN","Brunei Darussalam","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ311","Architectural services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","0"
"Trade in commercial services","ITS_CS_AM6","Commercial services imports by sector and partner – annual","840","USA","United States of America","096","BRN","Brunei Darussalam","BOP6","Services - Extended Balance of Payments Classification (EBOPS 2010)","SJ313","Scientific and other technical services","A","Annual","A","Annual","USM","Million US dollar","2021","","","","0"
